linha=1 | nome=Igor | acao=executou o benchmark | valor=1959
linha=452 | nome=Igor | acao=estudou computacao | valor=9354
linha=453 | nome=Felipe | acao=comparou as metricas | valor=5922
linha=454 | nome=Eduarda | acao=participou da aula | valor=3521
linha=455 | nome=Daniela | acao=escreveu o relatorio | valor=3838
linha=456 | nome=Renata | acao=participou da aula | valor=3262
linha=457 | nome=Mariana | acao=fez um experimento | valor=3564
linha=458 | nome=Igor | acao=analisou os resultados | valor=7715
linha=459 | nome=Lucas | acao=analisou os resultados | valor=9324
linha=460 | nome=Otavio | acao=escreveu o relatorio | valor=6534
linha=461 | nome=Carlos | acao=fez um experimento | valor=9489
linha=462 | nome=Lucas | acao=fez um experimento | valor=6672
linha=463 | nome=Gabriela | acao=comparou as metricas | valor=2208
linha=464 | nome=Eduarda | acao=escreveu o relatorio | valor=6618
linha=465 | nome=Joao | acao=comparou as metricas | valor=7236
linha=466 | nome=Lucas | acao=fez um experimento | valor=6549
linha=467 | nome=Natalia | acao=participou da aula | valor=2808
linha=468 | nome=Mariana | acao=comparou as metricas | valor=4622
linha=469 | nome=Otavio | acao=fez um experimento | valor=3379
linha=470 | nome=Helena | acao=estudou computacao | valor=8047
linha=471 | nome=Mariana | acao=executou o benchmark | valor=9280
linha=472 | nome=Carlos | acao=estudou computacao | valor=7611
linha=473 | nome=Tiago | acao=comparou as metricas | valor=6975
linha=474 | nome=Otavio | acao=estudou computacao | valor=5577
linha=475 | nome=Joao | acao=analisou os resultados | valor=3237
linha=476 | nome=Paulo | acao=estudou computacao | valor=6484
linha=477 | nome=Eduarda | acao=escreveu o relatorio | valor=4887
linha=478 | nome=Mariana | acao=comparou as metricas | valor=4295
linha=479 | nome=Mariana | acao=estudou computacao | valor=6088
linha=480 | nome=Otavio | acao=otimizou o algoritmo | valor=9272
linha=481 | nome=Tiago | acao=fez um experimento | valor=7378
linha=482 | nome=Ana | acao=analisou os resultados | valor=1927
linha=483 | nome=Carlos | acao=estudou computacao | valor=3649
linha=484 | nome=Bruno | acao=participou da aula | valor=9412
linha=485 | nome=Igor | acao=executou o benchmark | valor=6377
linha=486 | nome=Vitor | acao=otimizou o algoritmo | valor=3846
linha=487 | nome=Felipe | acao=comparou as metricas | valor=2663
linha=488 | nome=Karen | acao=fez um experimento | valor=5727
linha=489 | nome=Sofia | acao=executou o benchmark | valor=5658
linha=490 | nome=Tiago | acao=fez um experimento | valor=4082
linha=491 | nome=Paulo | acao=fez um experimento | valor=9330
linha=492 | nome=Mariana | acao=participou da aula | valor=3867
linha=493 | nome=Lucas | acao=fez um experimento | valor=6673
linha=494 | nome=Vitor | acao=executou o benchmark | valor=4523
linha=495 | nome=Igor | acao=comparou as metricas | valor=1855
linha=496 | nome=Sofia | acao=fez um experimento | valor=5595
linha=497 | nome=Mariana | acao=escreveu o relatorio | valor=9319
linha=498 | nome=Lucas | acao=escreveu o relatorio | valor=2738
linha=499 | nome=Vitor | acao=participou da aula | valor=4122
linha=500 | nome=Igor | acao=executou o benchmark | valor=6570
linha=501 | nome=Helena | acao=participou da aula | valor=1201
linha=502 | nome=Tiago | acao=executou o benchmark | valor=7203
linha=503 | nome=Mariana | acao=executou o benchmark | valor=9905
linha=504 | nome=Natalia | acao=fez um experimento | valor=8524
linha=505 | nome=Carlos | acao=otimizou o algoritmo | valor=4941
linha=506 | nome=Mariana | acao=estudou computacao | valor=4860
linha=507 | nome=Daniela | acao=analisou os resultados | valor=9833
linha=508 | nome=Bruno | acao=fez um experimento | valor=3337
linha=509 | nome=Ana | acao=comparou as metricas | valor=7751
linha=510 | nome=Bruno | acao=escreveu o relatorio | valor=8216
linha=511 | nome=Gabriela | acao=executou o benchmark | valor=2557
linha=512 | nome=Otavio | acao=analisou os resultados | valor=7560
linha=513 | nome=Gabriela | acao=comparou as metricas | valor=9312
linha=514 | nome=Sofia | acao=otimizou o algoritmo | valor=5881
linha=515 | nome=Eduarda | acao=escreveu o relatorio | valor=3393
linha=516 | nome=Karen | acao=analisou os resultados | valor=7925
linha=517 | nome=Karen | acao=analisou os resultados | valor=7726
linha=518 | nome=Igor | acao=otimizou o algoritmo | valor=7318
linha=519 | nome=Natalia | acao=executou o benchmark | valor=6852
linha=520 | nome=Gabriela | acao=participou da aula | valor=9624
linha=521 | nome=Natalia | acao=escreveu o relatorio | valor=2018
linha=522 | nome=Vitor | acao=analisou os resultados | valor=4441
linha=523 | nome=Helena | acao=estudou computacao | valor=2392
linha=524 | nome=Tiago | acao=executou o benchmark | valor=4558
linha=525 | nome=Eduarda | acao=otimizou o algoritmo | valor=1338
linha=526 | nome=Igor | acao=fez um experimento | valor=3438
linha=527 | nome=Ana | acao=executou o benchmark | valor=8872
linha=528 | nome=Natalia | acao=executou o benchmark | valor=8581
linha=529 | nome=Carlos | acao=fez um experimento | valor=2571
linha=530 | nome=Gabriela | acao=otimizou o algoritmo | valor=7023
linha=531 | nome=Felipe | acao=comparou as metricas | valor=6932
linha=532 | nome=Igor | acao=estudou computacao | valor=9628
linha=533 | nome=Karen | acao=escreveu o relatorio | valor=8308
linha=534 | nome=Lucas | acao=comparou as metricas | valor=4410
linha=535 | nome=Vitor | acao=participou da aula | valor=3739
linha=536 | nome=Mariana | acao=fez um experimento | valor=2896
linha=537 | nome=Igor | acao=participou da aula | valor=2825
linha=538 | nome=Tiago | acao=fez um experimento | valor=6581
linha=539 | nome=Eduarda | acao=executou o benchmark | valor=9109
linha=540 | nome=Helena | acao=escreveu o relatorio | valor=1058
linha=541 | nome=Vitor | acao=fez um experimento | valor=2338
linha=542 | nome=Natalia | acao=executou o benchmark | valor=6505
linha=543 | nome=Felipe | acao=analisou os resultados | valor=1916
linha=544 | nome=Igor | acao=analisou os resultados | valor=9284
linha=545 | nome=Tiago | acao=escreveu o relatorio | valor=4863
linha=546 | nome=Felipe | acao=estudou computacao | valor=9314
linha=547 | nome=Lucas | acao=participou da aula | valor=1174
linha=548 | nome=Karen | acao=comparou as metricas | valor=7994
linha=549 | nome=Vitor | acao=estudou computacao | valor=1218
linha=550 | nome=Igor | acao=analisou os resultados | valor=1871
linha=551 | nome=Ana | acao=executou o benchmark | valor=9378
linha=552 | nome=Ana | acao=participou da aula | valor=5718
linha=553 | nome=Felipe | acao=escreveu o relatorio | valor=4193
linha=554 | nome=Renata | acao=fez um experimento | valor=9589
linha=555 | nome=Sofia | acao=participou da aula | valor=5172
linha=556 | nome=Renata | acao=estudou computacao | valor=4629
linha=557 | nome=Sofia | acao=comparou as metricas | valor=7775
linha=558 | nome=Sofia | acao=comparou as metricas | valor=7031
linha=559 | nome=Vitor | acao=participou da aula | valor=7951
linha=560 | nome=Joao | acao=otimizou o algoritmo | valor=6501
linha=561 | nome=Felipe | acao=fez um experimento | valor=9117
linha=562 | nome=Otavio | acao=fez um experimento | valor=7713
linha=563 | nome=Daniela | acao=analisou os resultados | valor=3998
linha=564 | nome=Paulo | acao=analisou os resultados | valor=8665
linha=565 | nome=Natalia | acao=analisou os resultados | valor=6186
linha=566 | nome=Gabriela | acao=executou o benchmark | valor=5707
linha=567 | nome=Otavio | acao=estudou computacao | valor=7069
linha=568 | nome=Mariana | acao=executou o benchmark | valor=3556
linha=569 | nome=Mariana | acao=executou o benchmark | valor=3136
linha=570 | nome=Carlos | acao=comparou as metricas | valor=7717
linha=571 | nome=Lucas | acao=otimizou o algoritmo | valor=4160
linha=572 | nome=Otavio | acao=fez um experimento | valor=1256
linha=573 | nome=Lucas | acao=comparou as metricas | valor=1121
linha=574 | nome=Otavio | acao=escreveu o relatorio | valor=6472
linha=575 | nome=Gabriela | acao=executou o benchmark | valor=6226
linha=576 | nome=Vitor | acao=otimizou o algoritmo | valor=3667
linha=577 | nome=Helena | acao=fez um experimento | valor=2722
linha=578 | nome=Felipe | acao=escreveu o relatorio | valor=6764
linha=579 | nome=Renata | acao=estudou computacao | valor=1032
linha=580 | nome=Karen | acao=comparou as metricas | valor=8592
linha=581 | nome=Natalia | acao=analisou os resultados | valor=4728
linha=582 | nome=Mariana | acao=estudou computacao | valor=8373
linha=583 | nome=Igor | acao=participou da aula | valor=1517
linha=584 | nome=Karen | acao=executou o benchmark | valor=5317
linha=585 | nome=Mariana | acao=participou da aula | valor=9345
linha=586 | nome=Renata | acao=fez um experimento | valor=2033
linha=587 | nome=Karen | acao=analisou os resultados | valor=7190
linha=588 | nome=Otavio | acao=executou o benchmark | valor=7312
linha=589 | nome=Paulo | acao=participou da aula | valor=7882
linha=590 | nome=Bruno | acao=escreveu o relatorio | valor=1240
linha=591 | nome=Igor | acao=fez um experimento | valor=8629
linha=592 | nome=Igor | acao=estudou computacao | valor=2813
linha=593 | nome=Natalia | acao=estudou computacao | valor=8501
linha=594 | nome=Mariana | acao=fez um experimento | valor=4328
linha=595 | nome=Otavio | acao=fez um experimento | valor=4332
linha=596 | nome=Vitor | acao=analisou os resultados | valor=9614
linha=597 | nome=Mariana | acao=fez um experimento | valor=4700
linha=598 | nome=Paulo | acao=analisou os resultados | valor=3992
linha=599 | nome=Renata | acao=comparou as metricas | valor=8605
linha=600 | nome=Eduarda | acao=comparou as metricas | valor=3592
linha=601 | nome=Natalia | acao=escreveu o relatorio | valor=4995
linha=602 | nome=Tiago | acao=comparou as metricas | valor=1457
linha=603 | nome=Mariana | acao=participou da aula | valor=6109
linha=604 | nome=Felipe | acao=participou da aula | valor=9946
linha=605 | nome=Felipe | acao=escreveu o relatorio | valor=2104
linha=606 | nome=Renata | acao=comparou as metricas | valor=6740
linha=607 | nome=Renata | acao=comparou as metricas | valor=1495
linha=608 | nome=Bruno | acao=comparou as metricas | valor=2851
linha=609 | nome=Sofia | acao=analisou os resultados | valor=8912
linha=610 | nome=Vitor | acao=otimizou o algoritmo | valor=4725
linha=611 | nome=Renata | acao=escreveu o relatorio | valor=9300
linha=612 | nome=Helena | acao=otimizou o algoritmo | valor=1750
linha=613 | nome=Natalia | acao=analisou os resultados | valor=7699
linha=614 | nome=Joao | acao=participou da aula | valor=1455
linha=615 | nome=Karen | acao=participou da aula | valor=8661
linha=616 | nome=Mariana | acao=executou o benchmark | valor=1014
linha=617 | nome=Joao | acao=escreveu o relatorio | valor=7477
linha=618 | nome=Vitor | acao=estudou computacao | valor=5990
linha=619 | nome=Bruno | acao=executou o benchmark | valor=2846
linha=620 | nome=Otavio | acao=executou o benchmark | valor=5280
linha=621 | nome=Joao | acao=participou da aula | valor=8155
linha=622 | nome=Tiago | acao=executou o benchmark | valor=7593
linha=623 | nome=Mariana | acao=comparou as metricas | valor=8836
linha=624 | nome=Gabriela | acao=escreveu o relatorio | valor=6356
linha=625 | nome=Bruno | acao=fez um experimento | valor=2081
linha=626 | nome=Helena | acao=analisou os resultados | valor=1842
linha=627 | nome=Renata | acao=participou da aula | valor=6975
linha=628 | nome=Sofia | acao=escreveu o relatorio | valor=8873
linha=629 | nome=Bruno | acao=fez um experimento | valor=7944
linha=630 | nome=Helena | acao=comparou as metricas | valor=1964
linha=631 | nome=Bruno | acao=estudou computacao | valor=8700
linha=632 | nome=Lucas | acao=otimizou o algoritmo | valor=4397
linha=633 | nome=Lucas | acao=analisou os resultados | valor=9654
linha=634 | nome=Felipe | acao=estudou computacao | valor=5415
linha=635 | nome=Tiago | acao=executou o benchmark | valor=2338
linha=636 | nome=Igor | acao=fez um experimento | valor=1574
linha=637 | nome=Mariana | acao=estudou computacao | valor=3695
linha=638 | nome=Igor | acao=otimizou o algoritmo | valor=2354
linha=639 | nome=Bruno | acao=fez um experimento | valor=7685
linha=640 | nome=Mariana | acao=fez um experimento | valor=9103
linha=641 | nome=Carlos | acao=analisou os resultados | valor=8040
linha=642 | nome=Eduarda | acao=analisou os resultados | valor=3533
linha=643 | nome=Joao | acao=estudou computacao | valor=1808
linha=644 | nome=Otavio | acao=fez um experimento | valor=3905
linha=645 | nome=Daniela | acao=otimizou o algoritmo | valor=3091
linha=646 | nome=Eduarda | acao=executou o benchmark | valor=8138
linha=647 | nome=Daniela | acao=otimizou o algoritmo | valor=2396
linha=648 | nome=Sofia | acao=estudou computacao | valor=1677
linha=649 | nome=Vitor | acao=analisou os resultados | valor=4876
linha=650 | nome=Daniela | acao=escreveu o relatorio | valor=7648
linha=651 | nome=Ana | acao=analisou os resultados | valor=4525
linha=652 | nome=Daniela | acao=fez um experimento | valor=4236
linha=653 | nome=Helena | acao=analisou os resultados | valor=3299
linha=654 | nome=Otavio | acao=executou o benchmark | valor=1787
linha=655 | nome=Renata | acao=participou da aula | valor=2772
linha=656 | nome=Lucas | acao=comparou as metricas | valor=4644
linha=657 | nome=Sofia | acao=escreveu o relatorio | valor=5515
linha=658 | nome=Felipe | acao=participou da aula | valor=9827
linha=659 | nome=Bruno | acao=comparou as metricas | valor=9008
linha=660 | nome=Otavio | acao=participou da aula | valor=6975
linha=661 | nome=Natalia | acao=comparou as metricas | valor=5600
linha=662 | nome=Tiago | acao=fez um experimento | valor=8111
linha=663 | nome=Vitor | acao=analisou os resultados | valor=2183
linha=664 | nome=Tiago | acao=analisou os resultados | valor=7976
linha=665 | nome=Carlos | acao=analisou os resultados | valor=7431
linha=666 | nome=Vitor | acao=participou da aula | valor=6621
linha=667 | nome=Mariana | acao=fez um experimento | valor=1828
linha=668 | nome=Natalia | acao=analisou os resultados | valor=9938
linha=669 | nome=Vitor | acao=comparou as metricas | valor=1908
linha=670 | nome=Mariana | acao=comparou as metricas | valor=3520
linha=671 | nome=Bruno | acao=otimizou o algoritmo | valor=1540
linha=672 | nome=Renata | acao=escreveu o relatorio | valor=7164
linha=673 | nome=Igor | acao=fez um experimento | valor=2445
linha=674 | nome=Lucas | acao=executou o benchmark | valor=4233
linha=675 | nome=Sofia | acao=escreveu o relatorio | valor=4318
linha=676 | nome=Ana | acao=escreveu o relatorio | valor=8087
linha=677 | nome=Paulo | acao=estudou computacao | valor=4697
linha=678 | nome=Tiago | acao=fez um experimento | valor=1685
linha=679 | nome=Vitor | acao=analisou os resultados | valor=5799
linha=680 | nome=Ana | acao=analisou os resultados | valor=3632
linha=681 | nome=Natalia | acao=participou da aula | valor=1439
linha=682 | nome=Sofia | acao=fez um experimento | valor=8740
linha=683 | nome=Gabriela | acao=estudou computacao | valor=1896
linha=684 | nome=Natalia | acao=estudou computacao | valor=7515
linha=685 | nome=Eduarda | acao=comparou as metricas | valor=7826
linha=686 | nome=Ana | acao=estudou computacao | valor=4455
linha=687 | nome=Eduarda | acao=executou o benchmark | valor=9896
linha=688 | nome=Bruno | acao=comparou as metricas | valor=7372
linha=689 | nome=Igor | acao=analisou os resultados | valor=4388
linha=690 | nome=Joao | acao=analisou os resultados | valor=3427
linha=691 | nome=Helena | acao=comparou as metricas | valor=8167
linha=692 | nome=Joao | acao=escreveu o relatorio | valor=7899
linha=693 | nome=Renata | acao=estudou computacao | valor=6978
linha=694 | nome=Bruno | acao=executou o benchmark | valor=7737
linha=695 | nome=Otavio | acao=fez um experimento | valor=8026
linha=696 | nome=Eduarda | acao=escreveu o relatorio | valor=1426
linha=697 | nome=Vitor | acao=executou o benchmark | valor=3261
linha=698 | nome=Sofia | acao=estudou computacao | valor=8940
linha=699 | nome=Vitor | acao=comparou as metricas | valor=1976
linha=700 | nome=Daniela | acao=otimizou o algoritmo | valor=1337
linha=701 | nome=Igor | acao=participou da aula | valor=6724
linha=702 | nome=Igor | acao=participou da aula | valor=1648
linha=703 | nome=Bruno | acao=analisou os resultados | valor=9697
